,id,created_time,text
0,1212861775374254080,2020-01-02 22:22:35+00:00,Or you file for unemployment...just a thought https://t.co/FUw0cm3CzU
1,1212843727070187520,2020-01-02 21:10:52+00:00,"What agenda is President Trump/GOP running on?
less reg
Less taxes
Low unemployment
Higher wages
Better trade deals
Protecting our sovereignty
MOSSA:Make Our Streets Safe Again
Strong military
Pro-choice
Better trade deals
Tougher on violent criminals
All reasons to vote red"
2,1212839591348260865,2020-01-02 20:54:26+00:00,You get a job and start missing unemployment😪💔. Life is hard.
3,1212833480003878917,2020-01-02 20:30:09+00:00,"@Hikaabuu I got my classes for this sem but they're scattered in the midday, plus I'm still in unemployment purgatory; w;

You got this, cause I know you're strong ^^"
4,1212833235119562752,2020-01-02 20:29:11+00:00,"@WolvesCompany @MarcelynJandre1 @airapostle8 @DebbieGetz_NJ @FLOTUS That is why unemployment is down! U must work 2&amp;3 P/T jobs! No one hires full time,Small businesses can't afford benefits .We have to work 50-60 hours a week just to pay rent!This GREAT economy is a farce! Walmart &amp; Target have become the clothiers of the USA. It’s disgusting!"
5,1212824051749675008,2020-01-02 19:52:41+00:00,"@Robbin_Young @RealMattCouch @RealRonHoward 

Respectfully, Trump has proven the ""many in the entertainment industry"" wrong:

Maybe the economy, unemployment, First-Step, and investment in black communities does not mean anything to you, means the world to US."
6,1212823624865988614,2020-01-02 19:50:59+00:00,"The democrats have pushed the latest minority out of the democrat primary. 

Further evidence they are all talk, no action. 

Republican = results. 

@realDonaldTrump = 1.5 million women pulled out of poverty, lowest unemployment for blacks, Asians, Latinos. 

Republican = real https://t.co/mGMFP9FwdR"
7,1212823616976510982,2020-01-02 19:50:58+00:00,"@OhioDemocracy @ohiogop Is this how we take care of our seniors??

40 states &amp; the DC  do not offset any SS retirement benefits against unemployment benefits. Ohio is the only one of the 50 states that offsets 100% of Social Security benefits against state unemployment benefits."
8,1212813621333352454,2020-01-02 19:11:14+00:00,"Happy sipping my coffee, as everyone else goes to work, however my excitement, during this unemployment time @ home, is clouded by...my toddler...running amok 😑👦🏻 (*whispers* Go to sleep..😢🤪). Check Please! 😟 #thursdayvibes https://t.co/HDsTxIKNqP"
9,1212802180089954304,2020-01-02 18:25:47+00:00,Notice that he doesn't address the question. Totally subjective without recourse to objective stock market performance or minority unemployment record lows. https://t.co/CSg4vkq00L
10,1212802168534818816,2020-01-02 18:25:44+00:00,"@washingtonpost Oh, low taxes, low unemployment, protection of the Constitution, etc. are now bad things? Kiss my ass."
11,1212802071919038465,2020-01-02 18:25:21+00:00,"2019 was a weird year. I’ve had a lot of major shifts. From unemployment to data entry before returning to the senate to do policy work which I’ve always wanted to do. I’ve lost some friends, gained some new ones, and I’m still not happy but I’m a lot more self assured."
12,1212793593309650944,2020-01-02 17:51:39+00:00,"@mayawiley @robreiner Which will dim after the election.  Lowest unemployment in over 50 yrs.  industry returned to USA! Stock Market soaring threw the sky!MS13 being thrown out ofUSA,  pensions being saved along with401k!  Supporting the 2nd amendment! Lowered taxes 3 times, Democrats raised 3 times"
13,1212791126723186688,2020-01-02 17:41:51+00:00,How’s that unemployment/job creation thing going for y’all? https://t.co/rC3E2a1t47 https://t.co/ARJQGMgRmp
14,1212786422995795968,2020-01-02 17:23:10+00:00,Unemployment world https://t.co/FROqb0zqsH
15,1212786339789377537,2020-01-02 17:22:50+00:00,"Sold to 2nd hand clothing exporters and shipped to places like Kenya and then sold to the people who live there. Because of this, their textile industry has died, causing a huge rise in unemployment and poverty. A woman was saying the used clothes are the only ones that most..."
16,1212782652538814469,2020-01-02 17:08:11+00:00,"@littledeekay @realDonaldTrump And president Obama with the birther movement, false unemployment numbers &amp; golfing"
17,1212780622822821888,2020-01-02 17:00:07+00:00,“Unemployment is down yay!!” But does that matter when wages are ass and corporations aren’t paying anything in taxes 🙃
18,1212771822661332993,2020-01-02 16:25:09+00:00,I do not get how I’m supposed to do this “personal image and caption” box when trying to create my account for unemployment it seems impossible 🤦🏼‍♀️
19,1212767476288806919,2020-01-02 16:07:53+00:00,"@SouthPawAnon I bet Joe Biden doesn’t know how to program. Coal miners were smart enough to get a job to support their families making 100,000 a year. Mines closed down in Ohio in October leaving many on unemployment. Most are without healthcare."
20,1212749825449418752,2020-01-02 14:57:44+00:00,"@GOPChairwoman @realDonaldTrump Asian Americans are faring  no better under @realDonaldTrump than they have under previous administrations 

This summer,  unemployment among Asian Americans fell 2.1% - the highest level on record!"
21,1212746735690244098,2020-01-02 14:45:28+00:00,@marwilliamson Such BS.  The Econmy is better than it has ever been.   Income up unemployment down.  What’s up is cost of homes.  Rents high and cost of a home is high !
22,1212744193103282180,2020-01-02 14:35:21+00:00,if I weren't still blocked by sawyer hackett i'd tell him good luck in the unemployment line you talentless sack of human shit https://t.co/2Df7lEYaUB
23,1212743544798101506,2020-01-02 14:32:47+00:00,"@Niccole1012 @CoolBlueReasons @_Mama_Doc @davidhogg111 For years we talked about how we were disproportionately sentenced in our criminal justice system. Trump get some criminal justice reform that will provide relief, but doesn't get any credit for it. Funds HBCUs, no credit. Record unemployment, no credit."
24,1212742600710451202,2020-01-02 14:29:02+00:00,"@RyanAFournier Obama did most of the work on unemployment

Obama Economy continuing

More border crossers getting past agents

Stock market performed better on a % gained basis (by far the most important metric) under Obama 

USMCA=NAFTA + name change, which was the only nonnegotiable for trump"
25,1212742212854992896,2020-01-02 14:27:29+00:00,@ScottAdamsSays @ryanmjohnson This may have a chance with 0 unemployment
26,1212728143301070849,2020-01-02 13:31:35+00:00,"@LoneChildOfDirt @iamchrisblake @GovDunleavy @Janefonda 3.9% GDP growth in the first half of 2019 
Lowest unemployment in Alaska’s history
1,800 new jobs added this year
Alaska’s wages up $355 million
5.6 % personal income growth"
27,1212728102305927169,2020-01-02 13:31:25+00:00,"@iamchrisblake @GovDunleavy @Janefonda 3.9% GDP growth in the first half of 2019 
Lowest unemployment in Alaska’s history
1,800 new jobs added this year
Alaska’s wages up $355 million
5.6 % personal income growth. I wanted you to have some hard facts about ALASKA and our economy."
28,1212727941710282752,2020-01-02 13:30:47+00:00,"@LoneChildOfDirt @iamchrisblake @GovDunleavy @Janefonda 3.9% GDP growth in the first half of 2019 
Lowest unemployment in Alaska’s history
1,800 new jobs added this year
Alaska’s wages up $355 million
5.6 % personal income growth.   Your welcome"
29,1212719020551610373,2020-01-02 12:55:20+00:00,"@RealRonHoward #WeThePeople hired @realDonaldTrump to run the #USA as a business; Not the #Pope as a moral figure. 🤦🏻‍♂️ Bottom Line, #POTUS45 is setting new records financially. Unemployment⬇️ Wages⬆️ Ppl working⬆️ ~ Like him or not, #TRUMP2020Landside is coming 🇺🇸 #Rush #Hannity"
30,1212718690698969088,2020-01-02 12:54:01+00:00,@BernieSanders Why would you want anyone removed from office who has keep their promises and his policies haved made the economy and unemployment all time records. Democrats never keep promises.
31,1212711642808672258,2020-01-02 12:26:01+00:00,@JRubinBlogger Many people think the stock market reflects the economic situation. They are wrong. Most companies stock are so over valued at the moment it won’t take much for them to fail. Unemployment rates are also not reflecting the reality that most people are locked into low wage jobs.
32,1212696070549102592,2020-01-02 11:24:08+00:00,"@trcci Trump? The same one that reactivates the U.S. economy? The same one that has the lower unemployment in more than 60 years? The same one that's putting the numbers in green after the Obama administration?

Yes, that's why I admire it (that doesn't stop me from having flaws)"
33,1212690672270139392,2020-01-02 11:02:41+00:00,"Labor force participation ↺ #dd_rt #ddoom_graph #ddoom_svenhenrich #ddoom_labor #ddoom_unemployment
#laborforceparticipationrate #laborforceparticipation #ddoom_ig

Reposted on my Instagram: https://t.co/kNuNmKwzCe https://t.co/V4ynhCIdXn"
34,1212638872376500224,2020-01-02 07:36:51+00:00,"@RealRonHoward “Self serving and doesn’t care about anybody or anything”...Hmmm, black and Hispanic unemployment at lowest levels in history after only 3 years in office.  Veterans getting the care they deserve. Military just a raise. Obama couldn’t/WOULDN’T do that in 8 years.  Typical liberal"
35,1212634706178650115,2020-01-02 07:20:18+00:00,"@Come_On_Ground @uvotguy @Mbdevolldd @LennyLLM @RealRonHoward @Donnalee711 Under Obama, unemployment plummeted from a high of 10% to a low of 4.6% -- a 5.4% drop. https://t.co/CjcBG8qiej"
36,1212618159037046786,2020-01-02 06:14:33+00:00,"Fallout 4

During an unemployment stretch, I came a couple of trophies shy of achieving a Platinum 😬 https://t.co/4LTkKUDDLe"
37,1212617952501141504,2020-01-02 06:13:43+00:00,"@Wanderlustin Fallout 4 in my case 

i played the hell out of it during an unemployment stretch and came a couple of trophies shy of getting a Platinum"
38,1212610754056196096,2020-01-02 05:45:07+00:00,fact check back on unemployment rate https://t.co/XZQHAAyxIG https://t.co/kxWTcLFmoG
39,1212597772932780032,2020-01-02 04:53:32+00:00,"@chrissyteigen Low unemployment, no new wars, new trade deals, NATO paying more of their fair share. But hey those New years and Bday rituals are important. Thanks for staying on top of that shit for him. 😁"
40,1212593646295539712,2020-01-02 04:37:08+00:00,@eSEy_Bee @AnimalsBeCool1 @RealRonHoward Black unemployment: https://t.co/7JVjwcjaFC
41,1212593438954270720,2020-01-02 04:36:19+00:00,"@eSEy_Bee @AnimalsBeCool1 @RealRonHoward Unemployment record lows

https://t.co/ac11JxQewT"
42,1212589015746174976,2020-01-02 04:18:44+00:00,@GOP Although unemployment is below 4% wage increases for workers in lower-paying jobs has come from state and local adjustments to the minimum wage which Republicans have resisted.
43,1212587824089894918,2020-01-02 04:14:00+00:00,"@RealRonHoward Shut the fuck up ! Look at the economy stupid! Low unemployment for blacks, Asian , Hispanic and women. Go look at your 401K and donate all the fuckin money you made over the last 3 years and help the homeless at are sleeping on the street near you."
44,1212567123244961792,2020-01-02 02:51:45+00:00,"@John00305249 @StewardshipAmer @realDonaldTrump 2/2 He's the 1st POTUS who can't get his job approval rating to 50%.
Most Americans know that Trump inherited an economy that had 73 consecutive months of job growth. There was already a trend set on jobs &amp; unemployment. All he did was keep it on the trend that was already set"
45,1212564753530441728,2020-01-02 02:42:20+00:00,"@afroponylicious @charliekirk11 Record low unemployment for blacks and others. Rising wages. Record stock market gains. Low foreclosure rates. Secure borders. Strengthening military. Records number of federal judge appointments. Dems are toast in 2020, and they know it."
46,1212564138125217792,2020-01-02 02:39:53+00:00,"Despite expansion in some sectors, employment creation remains weak and insufficient to absorb the fast-growing labor force, resulting in high rate of unemployment. In year 2020, we expect governments at all level to start addressing insufficient infrastructure, and building..."
47,1212563665934667776,2020-01-02 02:38:00+00:00,"Fighting corruption, increasing security, tackling unemployment, diversifying the economy, enhancing climate resilience and agriculture and boosting the living standards of Africans as main policy priorities  Head of Government should continue to seek and pursue in the year 2020!"
48,1212558168544423938,2020-01-02 02:16:10+00:00,"@RealRonHoward In the real wold:
Unemployment is at all time low
Taxes were cut
The stock market is at all time highs
New trade deal usmca
Partial trade deal with China.
Now if you want communism the democrats have your back and will have your money.
Last, Obama is not the president"
49,1212545259428864001,2020-01-02 01:24:52+00:00,@JoeBiden Why the hell would we vote for you to end the lowest minority unemployment rate in decades?
50,1212545058483953665,2020-01-02 01:24:04+00:00,"Why the hell would we vote to
end  3% unemployment? https://t.co/ZmMLF6j2xB"
51,1212544741931409409,2020-01-02 01:22:49+00:00,@JoeBiden Why the hell would we vote for you and give up the lowest unemployment rate in history?
52,1212543259093790722,2020-01-02 01:16:55+00:00,"@MoBill @madeline_haller That's because DEMOCRATS have been enslaving via race baiting low income minorities since the 1960's with no hope,no jobs, &amp; keeping them on welfare for votes. Thanks to @realDonaldTrump @gop we now have the lowest Black, Asian, &amp; Hispanic unemployment in U.S. History.  STUDY. https://t.co/trIvOZVcad"
53,1212541869273624577,2020-01-02 01:11:24+00:00,"@OpenSky_Policy @saraehoward1 
@Adam_Morfeld @askdrconnie

""South Korea has introduced what is being called the world's first tax on robots amid fears that machines will replace human workers, leading to mass unemployment.""

@cjmcgoogan August 9, 2017

https://t.co/iNrltzcXpq"
54,1212525597949399040,2020-01-02 00:06:44+00:00,"Let’s toast 2 animal pleasures, to escapism, to rain on the roof &amp; instant coffee, 2 unemployment insurance &amp; library cards, to absinthe &amp; good-hearted landlords, to music &amp; warm bodies &amp; contraceptives &amp; to the good life whatever that is &amp; wherever that happens 2 be this yr-hst"
55,1212524686506184705,2020-01-02 00:03:07+00:00,@SRuhle There are hundreds of thousands of people unemployed that do not get reported. Report is only the ones that are still collecting an unemployment check
